Components,Temperature K,Pressure kPa,Electrical conductivity S/m,Delta elec,SMILES
1-ethyl-3-methylimidazolium tetrafluoroborate,388.1,101.325,8.3,1.7,F[B-](F)(F)F.C(C)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium tetrafluoroborate,393.1,101.325,8.8,1.8,F[B-](F)(F)F.C(C)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium tetrafluoroborate,398.1,101.325,9.3,1.9,F[B-](F)(F)F.C(C)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium tetrafluoroborate,403.1,101.325,9.8,2.0,F[B-](F)(F)F.C(C)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium tetrafluoroborate,408.1,101.325,10.3,2.0,F[B-](F)(F)F.C(C)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium tetrafluoroborate,413.1,101.325,10.8,2.2,F[B-](F)(F)F.C(C)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium tetrafluoroborate,418.1,101.325,11.3,2.3,F[B-](F)(F)F.C(C)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium tetrafluoroborate,423.1,101.325,11.8,2.4,F[B-](F)(F)F.C(C)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium tetrafluoroborate,428.1,101.325,12.3,2.5,F[B-](F)(F)F.C(C)N1C=[N+](C=C1)C
1-ethyl-3-methylimidazolium tetrafluoroborate,433.1,101.325,12.7,2.5,F[B-](F)(F)F.C(C)N1C=[N+](C=C1)C
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,263.1,101.325,0.042,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,273.1,101.325,0.087,0.015,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,283.1,101.325,0.158,0.023,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,293.1,101.325,0.259,0.035,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,303.1,101.325,0.394,0.05,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,313.1,101.325,0.563,0.068,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,323.1,101.325,0.767,0.089,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,333.1,101.325,1.005,0.11,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,343.1,101.325,1.275,0.14,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,353.1,101.325,1.575,0.17,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,363.1,101.325,1.902,0.2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,373.1,101.325,2.254,0.24,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,263.1,101.325,0.056,0.013,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,273.1,101.325,0.113,0.018,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,283.1,101.325,0.199,0.029,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,293.1,101.325,0.318,0.042,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,303.1,101.325,0.471,0.058,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,313.1,101.325,0.657,0.077,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,323.1,101.325,0.877,0.099,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,333.1,101.325,1.127,0.12,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,343.1,101.325,1.405,0.15,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,353.1,101.325,1.708,0.18,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,363.1,101.325,2.033,0.21,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,373.1,101.325,2.377,0.25,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,263.1,101.325,0.0369,0.0086,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,273.1,101.325,0.076,0.012,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,283.1,101.325,0.136,0.02,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,293.1,101.325,0.223,0.03,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,303.1,101.325,0.339,0.043,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,313.1,101.325,0.485,0.058,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,323.1,101.325,0.663,0.077,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,333.1,101.325,0.872,0.098,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,343.1,101.325,1.11,0.12,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,353.1,101.325,1.377,0.15,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,363.1,101.325,1.669,0.18,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,373.1,101.325,1.986,0.21,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,263.1,101.325,0.0205,0.0057,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+](C)(C)C
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,273.1,101.325,0.0471,0.0086,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+](C)(C)C
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,283.1,101.325,0.093,0.015,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+](C)(C)C
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,293.1,101.325,0.162,0.023,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+](C)(C)C
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,303.1,101.325,0.259,0.034,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+](C)(C)C
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,313.1,101.325,0.387,0.048,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+](C)(C)C
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,323.1,101.325,0.547,0.065,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+](C)(C)C
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,333.1,101.325,0.74,0.085,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+](C)(C)C
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,343.1,101.325,0.96,0.11,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+](C)(C)C
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,353.1,101.325,1.221,0.13,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+](C)(C)C
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,363.1,101.325,1.506,0.16,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+](C)(C)C
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,373.1,101.325,1.819,0.19,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+](C)(C)C
1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,263.0,101.325,0.015,0.002,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,273.0,101.325,0.033,0.003,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,283.0,101.325,0.065,0.007,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,293.15,101.325,0.11,0.01,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,298.15,101.325,0.15,0.02,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,303.15,101.325,0.19,0.02,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,313.15,101.325,0.28,0.03,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,333.15,101.325,0.54,0.05,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,353.15,101.325,0.94,0.09,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,373.0,101.325,1.4,0.2,[N-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,263.0,101.325,0.057,0.006,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,273.0,101.325,0.11,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,283.0,101.325,0.19,0.02,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,293.15,101.325,0.31,0.03,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,298.15,101.325,0.38,0.04,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,303.15,101.325,0.46,0.05,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,313.15,101.325,0.65,0.07,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,333.15,101.325,1.1,0.1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,353.15,101.325,1.7,0.2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,373.0,101.325,2.3,0.2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,263.0,101.325,0.037,0.004,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,273.0,101.325,0.075,0.008,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,283.0,101.325,0.13,0.01,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,293.15,101.325,0.22,0.02,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,298.15,101.325,0.28,0.03,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,303.15,101.325,0.34,0.03,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,313.15,101.325,0.49,0.05,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,333.15,101.325,0.86,0.09,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,353.15,101.325,1.4,0.2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,373.0,101.325,2.0,0.2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,263.0,101.325,0.042,0.004,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,273.0,101.325,0.087,0.009,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,283.0,101.325,0.16,0.02,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,293.15,101.325,0.26,0.03,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,298.15,101.325,0.33,0.03,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,303.15,101.325,0.4,0.04,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,313.15,101.325,0.58,0.06,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,333.15,101.325,0.99,0.1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,353.15,101.325,1.6,0.2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,373.0,101.325,2.3,0.2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1=CC=CC=C1
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,263.0,101.325,0.021,0.002,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+](C)(C)C
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,273.0,101.325,0.047,0.005,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+](C)(C)C
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,283.0,101.325,0.092,0.009,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+](C)(C)C
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,293.15,101.325,0.16,0.02,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+](C)(C)C
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,298.15,101.325,0.21,0.02,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+](C)(C)C
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,303.15,101.325,0.26,0.03,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+](C)(C)C
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,313.15,101.325,0.39,0.04,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+](C)(C)C
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,333.15,101.325,0.74,0.07,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+](C)(C)C
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,353.15,101.325,1.2,0.1,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+](C)(C)C
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,373.0,101.325,1.8,0.2,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+](C)(C)C
1-butyl-3-methylimidazolium trifluoromethanesulfonate,263.0,101.325,0.039,0.004,FC(S(=O)(=O)[O-])(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium trifluoromethanesulfonate,273.0,101.325,0.078,0.008,FC(S(=O)(=O)[O-])(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium trifluoromethanesulfonate,283.0,101.325,0.14,0.02,FC(S(=O)(=O)[O-])(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium trifluoromethanesulfonate,293.15,101.325,0.23,0.02,FC(S(=O)(=O)[O-])(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium trifluoromethanesulfonate,298.15,101.325,0.29,0.03,FC(S(=O)(=O)[O-])(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium trifluoromethanesulfonate,303.15,101.325,0.36,0.04,FC(S(=O)(=O)[O-])(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium trifluoromethanesulfonate,313.15,101.325,0.52,0.05,FC(S(=O)(=O)[O-])(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium trifluoromethanesulfonate,333.15,101.325,0.94,0.09,FC(S(=O)(=O)[O-])(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium trifluoromethanesulfonate,353.15,101.325,1.6,0.2,FC(S(=O)(=O)[O-])(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium trifluoromethanesulfonate,373.0,101.325,2.3,0.2,FC(S(=O)(=O)[O-])(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium hexafluorophosphate,263.0,101.325,0.01,0.001,F[P-](F)(F)(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium hexafluorophosphate,273.0,101.325,0.026,0.003,F[P-](F)(F)(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium hexafluorophosphate,283.0,101.325,0.056,0.006,F[P-](F)(F)(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium hexafluorophosphate,293.15,101.325,0.11,0.01,F[P-](F)(F)(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium hexafluorophosphate,298.15,101.325,0.15,0.02,F[P-](F)(F)(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium hexafluorophosphate,303.15,101.325,0.19,0.02,F[P-](F)(F)(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium hexafluorophosphate,313.15,101.325,0.31,0.03,F[P-](F)(F)(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium hexafluorophosphate,333.15,101.325,0.67,0.07,F[P-](F)(F)(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium hexafluorophosphate,353.15,101.325,1.2,0.1,F[P-](F)(F)(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium hexafluorophosphate,373.0,101.325,2.0,0.2,F[P-](F)(F)(F)(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium trifluoroacetate,263.0,101.325,0.035,0.004,FC(C(=O)[O-])(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium trifluoroacetate,273.0,101.325,0.077,0.008,FC(C(=O)[O-])(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium trifluoroacetate,283.0,101.325,0.14,0.02,FC(C(=O)[O-])(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium trifluoroacetate,293.15,101.325,0.24,0.02,FC(C(=O)[O-])(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium trifluoroacetate,298.15,101.325,0.31,0.03,FC(C(=O)[O-])(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium trifluoroacetate,303.15,101.325,0.38,0.04,FC(C(=O)[O-])(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium trifluoroacetate,313.15,101.325,0.57,0.06,FC(C(=O)[O-])(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium trifluoroacetate,333.15,101.325,1.1,0.1,FC(C(=O)[O-])(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium trifluoroacetate,353.15,101.325,1.7,0.2,FC(C(=O)[O-])(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium trifluoroacetate,373.0,101.325,2.6,0.3,FC(C(=O)[O-])(F)F.C(CCC)N1C=[N+](C=C1)C
1-butyl-3-methylimidazolium tetrafluoroborate,263.0,101.325,0.036,0.004,F[B-](F)(F)F.C(CCC)N1C=[N+](C=C1)C
